student_id,academic_year,year_start,cohort,sub_cohort,start_cohort,progression_cohort,status
367,2023–2024,2023,8,A,7A,9.0,active
368,2023–2024,2023,8,A,7A,9.0,active
369,2023–2024,2023,8,A,7A,9.0,active
371,2023–2024,2023,8,A,7A,9.0,active
372,2023–2024,2023,8,A,7A,9.0,active
373,2023–2024,2023,8,A,7A,9.0,active
374,2023–2024,2023,8,A,7A,9.0,active
375,2023–2024,2023,8,A,7A,9.0,active
376,2023–2024,2023,8,B,7B,9.0,active
377,2023–2024,2023,8,B,7B,9.0,active
378,2023–2024,2023,8,B,7B,9.0,active
380,2023–2024,2023,8,B,7B,9.0,active
381,2023–2024,2023,8,B,7B,9.0,active
382,2023–2024,2023,8,B,7B,9.0,active
383,2023–2024,2023,8,B,7B,9.0,active
384,2023–2024,2023,8,B,7B,9.0,active
385,2023–2024,2023,8,B,7B,9.0,active
386,2023–2024,2023,8,B,7B,9.0,active
387,2023–2024,2023,8,B,7B,9.0,active
388,2023–2024,2023,8,B,7B,9.0,active
389,2023–2024,2023,8,B,7B,9.0,active
390,2023–2024,2023,8,B,7B,9.0,active
391,2023–2024,2023,8,C,7C,9.0,active
392,2023–2024,2023,8,C,7C,9.0,active
393,2023–2024,2023,8,C,7C,9.0,active
394,2023–2024,2023,8,C,7C,9.0,active
395,2023–2024,2023,8,C,7C,9.0,active
396,2023–2024,2023,8,C,7C,9.0,active
397,2023–2024,2023,8,C,7C,9.0,active
398,2023–2024,2023,8,C,7C,9.0,active
399,2023–2024,2023,8,C,7C,9.0,active
400,2023–2024,2023,8,C,7C,9.0,active
401,2023–2024,2023,8,C,7C,9.0,active
402,2023–2024,2023,8,C,7C,9.0,active
403,2023–2024,2023,8,C,7C,9.0,active
405,2023–2024,2023,8,C,7C,9.0,active
406,2023–2024,2023,7,A,7A,8.0,active
407,2023–2024,2023,7,A,7A,8.0,active
408,2023–2024,2023,7,A,7A,8.0,active
409,2023–2024,2023,7,A,7A,8.0,active
410,2023–2024,2023,7,A,7A,8.0,active
411,2023–2024,2023,7,A,7A,8.0,active
412,2023–2024,2023,7,A,7A,8.0,active
413,2023–2024,2023,7,A,7A,8.0,active
414,2023–2024,2023,7,A,7A,8.0,active
415,2023–2024,2023,7,A,7A,8.0,active
416,2023–2024,2023,7,A,7A,8.0,active
417,2023–2024,2023,7,A,7A,8.0,active
418,2023–2024,2023,7,A,7A,8.0,active
419,2023–2024,2023,7,A,7A,8.0,active
420,2023–2024,2023,7,A,7A,8.0,active
421,2023–2024,2023,7,B,7B,8.0,active
422,2023–2024,2023,7,B,7B,8.0,active
423,2023–2024,2023,7,B,7B,8.0,active
424,2023–2024,2023,7,B,7B,8.0,active
425,2023–2024,2023,7,B,7B,8.0,active
426,2023–2024,2023,7,B,7B,8.0,active
427,2023–2024,2023,7,B,7B,8.0,active
428,2023–2024,2023,7,B,7B,8.0,active
429,2023–2024,2023,7,B,7B,8.0,active
430,2023–2024,2023,7,B,7B,8.0,active
431,2023–2024,2023,7,B,7B,8.0,active
432,2023–2024,2023,7,B,7B,8.0,active
433,2023–2024,2023,7,B,7B,8.0,active
434,2023–2024,2023,7,B,7B,8.0,active
435,2023–2024,2023,7,B,7B,8.0,active
436,2023–2024,2023,7,C,7C,8.0,active
437,2023–2024,2023,7,C,7C,8.0,active
438,2023–2024,2023,7,C,7C,8.0,active
439,2023–2024,2023,7,C,7C,8.0,active
440,2023–2024,2023,7,C,7C,8.0,active
441,2023–2024,2023,7,C,7C,8.0,active
442,2023–2024,2023,7,C,7C,8.0,active
443,2023–2024,2023,7,C,7C,8.0,active
444,2023–2024,2023,7,C,7C,8.0,active
445,2023–2024,2023,7,C,7C,8.0,active
446,2023–2024,2023,7,C,7C,8.0,active
447,2023–2024,2023,7,C,7C,8.0,active
448,2023–2024,2023,7,C,7C,8.0,active
449,2023–2024,2023,7,C,7C,8.0,active
450,2023–2024,2023,7,C,7C,8.0,active
1,2024–2025,2024,12,A,7A,,active
3,2024–2025,2024,12,A,7A,,active
4,2024–2025,2024,12,A,7A,,active
5,2024–2025,2024,12,A,7A,,active
6,2024–2025,2024,12,A,7A,,active
7,2024–2025,2024,12,A,7A,,active
8,2024–2025,2024,12,A,7A,,active
9,2024–2025,2024,12,A,7A,,active
11,2024–2025,2024,12,A,7A,,active
12,2024–2025,2024,12,A,7A,,active
14,2024–2025,2024,12,A,7A,,active
16,2024–2025,2024,12,B,7B,,active
17,2024–2025,2024,12,B,7B,,active
18,2024–2025,2024,12,B,7B,,active
19,2024–2025,2024,12,B,7B,,active
21,2024–2025,2024,12,B,7B,,active
22,2024–2025,2024,12,B,7B,,active
23,2024–2025,2024,12,B,7B,,active
24,2024–2025,2024,12,B,7B,,active
25,2024–2025,2024,12,B,7B,,active
26,2024–2025,2024,12,B,7B,,active
27,2024–2025,2024,12,B,7B,,active
28,2024–2025,2024,12,B,7B,,active
29,2024–2025,2024,12,B,7B,,active
30,2024–2025,2024,12,B,7B,,active
31,2024–2025,2024,12,C,7C,,active
32,2024–2025,2024,12,C,7C,,active
33,2024–2025,2024,12,C,7C,,active
35,2024–2025,2024,12,C,7C,,active
36,2024–2025,2024,12,C,7C,,active
37,2024–2025,2024,12,C,7C,,active
38,2024–2025,2024,12,C,7C,,active
39,2024–2025,2024,12,C,7C,,active
40,2024–2025,2024,12,C,7C,,active
43,2024–2025,2024,12,C,7C,,active
44,2024–2025,2024,12,C,7C,,active
45,2024–2025,2024,12,C,7C,,active
271,2024–2025,2024,11,A,7A,12.0,active
272,2024–2025,2024,11,A,7A,12.0,active
273,2024–2025,2024,11,A,7A,12.0,active
274,2024–2025,2024,11,A,7A,12.0,active
275,2024–2025,2024,11,A,7A,12.0,active
277,2024–2025,2024,11,A,7A,12.0,active
278,2024–2025,2024,11,A,7A,12.0,active
279,2024–2025,2024,11,A,7A,12.0,active
280,2024–2025,2024,11,A,7A,12.0,active
281,2024–2025,2024,11,A,7A,12.0,active
282,2024–2025,2024,11,A,7A,12.0,active
283,2024–2025,2024,11,A,7A,12.0,active
284,2024–2025,2024,11,A,7A,12.0,active
285,2024–2025,2024,11,A,7A,12.0,active
286,2024–2025,2024,11,B,7B,12.0,active
287,2024–2025,2024,11,B,7B,12.0,active
289,2024–2025,2024,11,B,7B,12.0,active
290,2024–2025,2024,11,B,7B,12.0,active
292,2024–2025,2024,11,B,7B,12.0,active
293,2024–2025,2024,11,B,7B,12.0,active
294,2024–2025,2024,11,B,7B,12.0,active
295,2024–2025,2024,11,B,7B,12.0,active
296,2024–2025,2024,11,B,7B,12.0,active
297,2024–2025,2024,11,B,7B,12.0,active
298,2024–2025,2024,11,B,7B,12.0,active
299,2024–2025,2024,11,B,7B,12.0,active
300,2024–2025,2024,11,B,7B,12.0,active
302,2024–2025,2024,11,C,7C,12.0,active
304,2024–2025,2024,11,C,7C,12.0,active
305,2024–2025,2024,11,C,7C,12.0,active
306,2024–2025,2024,11,C,7C,12.0,active
307,2024–2025,2024,11,C,7C,12.0,active
308,2024–2025,2024,11,C,7C,12.0,active
309,2024–2025,2024,11,C,7C,12.0,active
310,2024–2025,2024,11,C,7C,12.0,active
312,2024–2025,2024,11,C,7C,12.0,active
313,2024–2025,2024,11,C,7C,12.0,active
314,2024–2025,2024,11,C,7C,12.0,active
315,2024–2025,2024,11,C,7C,12.0,active
316,2024–2025,2024,10,A,7A,11.0,active
317,2024–2025,2024,10,A,7A,11.0,active
318,2024–2025,2024,10,A,7A,11.0,active
319,2024–2025,2024,10,A,7A,11.0,active
320,2024–2025,2024,10,A,7A,11.0,active
321,2024–2025,2024,10,A,7A,11.0,active
322,2024–2025,2024,10,A,7A,11.0,active
323,2024–2025,2024,10,A,7A,11.0,active
324,2024–2025,2024,10,A,7A,11.0,active
325,2024–2025,2024,10,A,7A,11.0,active
326,2024–2025,2024,10,A,7A,11.0,active
327,2024–2025,2024,10,A,7A,11.0,active
328,2024–2025,2024,10,A,7A,11.0,active
329,2024–2025,2024,10,A,7A,11.0,active
330,2024–2025,2024,10,A,7A,11.0,active
331,2024–2025,2024,10,B,7B,11.0,active
332,2024–2025,2024,10,B,7B,11.0,active
333,2024–2025,2024,10,B,7B,11.0,active
334,2024–2025,2024,10,B,7B,11.0,active
335,2024–2025,2024,10,B,7B,11.0,active
336,2024–2025,2024,10,B,7B,11.0,active
337,2024–2025,2024,10,B,7B,11.0,active
338,2024–2025,2024,10,B,7B,11.0,active
339,2024–2025,2024,10,B,7B,11.0,active
341,2024–2025,2024,10,B,7B,11.0,active
342,2024–2025,2024,10,B,7B,11.0,active
343,2024–2025,2024,10,B,7B,11.0,active
344,2024–2025,2024,10,B,7B,11.0,active
345,2024–2025,2024,10,B,7B,11.0,active
346,2024–2025,2024,10,C,7C,11.0,active
347,2024–2025,2024,10,C,7C,11.0,active
348,2024–2025,2024,10,C,7C,11.0,active
349,2024–2025,2024,10,C,7C,11.0,active
352,2024–2025,2024,10,C,7C,11.0,active
353,2024–2025,2024,10,C,7C,11.0,active
354,2024–2025,2024,10,C,7C,11.0,active
355,2024–2025,2024,10,C,7C,11.0,active
356,2024–2025,2024,10,C,7C,11.0,active
357,2024–2025,2024,10,C,7C,11.0,active
358,2024–2025,2024,10,C,7C,11.0,active
359,2024–2025,2024,10,C,7C,11.0,active
360,2024–2025,2024,10,C,7C,11.0,active
361,2024–2025,2024,9,A,7A,10.0,active
362,2024–2025,2024,9,A,7A,10.0,active
363,2024–2025,2024,9,A,7A,10.0,active
364,2024–2025,2024,9,A,7A,10.0,active
365,2024–2025,2024,9,A,7A,10.0,active
366,2024–2025,2024,9,A,7A,10.0,active
367,2024–2025,2024,9,A,7A,10.0,active
368,2024–2025,2024,9,A,7A,10.0,active
369,2024–2025,2024,9,A,7A,10.0,active
371,2024–2025,2024,9,A,7A,10.0,active
372,2024–2025,2024,9,A,7A,10.0,active
373,2024–2025,2024,9,A,7A,10.0,active
374,2024–2025,2024,9,A,7A,10.0,active
375,2024–2025,2024,9,A,7A,10.0,active
376,2024–2025,2024,9,B,7B,10.0,active
377,2024–2025,2024,9,B,7B,10.0,active
378,2024–2025,2024,9,B,7B,10.0,active
380,2024–2025,2024,9,B,7B,10.0,active
381,2024–2025,2024,9,B,7B,10.0,active
383,2024–2025,2024,9,B,7B,10.0,active
384,2024–2025,2024,9,B,7B,10.0,active
385,2024–2025,2024,9,B,7B,10.0,active
386,2024–2025,2024,9,B,7B,10.0,active
387,2024–2025,2024,9,B,7B,10.0,active
388,2024–2025,2024,9,B,7B,10.0,active
389,2024–2025,2024,9,B,7B,10.0,active
390,2024–2025,2024,9,B,7B,10.0,active
391,2024–2025,2024,9,C,7C,10.0,active
392,2024–2025,2024,9,C,7C,10.0,active
393,2024–2025,2024,9,C,7C,10.0,active
394,2024–2025,2024,9,C,7C,10.0,active
395,2024–2025,2024,9,C,7C,10.0,active
396,2024–2025,2024,9,C,7C,10.0,active
397,2024–2025,2024,9,C,7C,10.0,active
398,2024–2025,2024,9,C,7C,10.0,active
399,2024–2025,2024,9,C,7C,10.0,active
401,2024–2025,2024,9,C,7C,10.0,active
402,2024–2025,2024,9,C,7C,10.0,active
403,2024–2025,2024,9,C,7C,10.0,active
405,2024–2025,2024,9,C,7C,10.0,active
406,2024–2025,2024,8,A,7A,9.0,active
407,2024–2025,2024,8,A,7A,9.0,active
408,2024–2025,2024,8,A,7A,9.0,active
409,2024–2025,2024,8,A,7A,9.0,active
410,2024–2025,2024,8,A,7A,9.0,active
411,2024–2025,2024,8,A,7A,9.0,active
412,2024–2025,2024,8,A,7A,9.0,active
413,2024–2025,2024,8,A,7A,9.0,active
415,2024–2025,2024,8,A,7A,9.0,active
416,2024–2025,2024,8,A,7A,9.0,active
417,2024–2025,2024,8,A,7A,9.0,active
418,2024–2025,2024,8,A,7A,9.0,active
419,2024–2025,2024,8,A,7A,9.0,active
420,2024–2025,2024,8,A,7A,9.0,active
423,2024–2025,2024,8,B,7B,9.0,active
424,2024–2025,2024,8,B,7B,9.0,active
425,2024–2025,2024,8,B,7B,9.0,active
426,2024–2025,2024,8,B,7B,9.0,active
427,2024–2025,2024,8,B,7B,9.0,active
428,2024–2025,2024,8,B,7B,9.0,active
429,2024–2025,2024,8,B,7B,9.0,active
430,2024–2025,2024,8,B,7B,9.0,active
431,2024–2025,2024,8,B,7B,9.0,active
432,2024–2025,2024,8,B,7B,9.0,active
433,2024–2025,2024,8,B,7B,9.0,active
434,2024–2025,2024,8,B,7B,9.0,active
435,2024–2025,2024,8,B,7B,9.0,active
436,2024–2025,2024,8,C,7C,9.0,active
438,2024–2025,2024,8,C,7C,9.0,active
439,2024–2025,2024,8,C,7C,9.0,active
440,2024–2025,2024,8,C,7C,9.0,active
441,2024–2025,2024,8,C,7C,9.0,active
442,2024–2025,2024,8,C,7C,9.0,active
443,2024–2025,2024,8,C,7C,9.0,active
444,2024–2025,2024,8,C,7C,9.0,active
445,2024–2025,2024,8,C,7C,9.0,active
446,2024–2025,2024,8,C,7C,9.0,active
447,2024–2025,2024,8,C,7C,9.0,active
448,2024–2025,2024,8,C,7C,9.0,active
449,2024–2025,2024,8,C,7C,9.0,active
450,2024–2025,2024,8,C,7C,9.0,active
451,2024–2025,2024,7,A,7A,8.0,active
452,2024–2025,2024,7,A,7A,8.0,active
453,2024–2025,2024,7,A,7A,8.0,active
454,2024–2025,2024,7,A,7A,8.0,active
455,2024–2025,2024,7,A,7A,8.0,active
456,2024–2025,2024,7,A,7A,8.0,active
457,2024–2025,2024,7,A,7A,8.0,active
458,2024–2025,2024,7,A,7A,8.0,active
459,2024–2025,2024,7,A,7A,8.0,active
460,2024–2025,2024,7,A,7A,8.0,active
461,2024–2025,2024,7,A,7A,8.0,active
462,2024–2025,2024,7,A,7A,8.0,active
463,2024–2025,2024,7,A,7A,8.0,active
464,2024–2025,2024,7,A,7A,8.0,active
465,2024–2025,2024,7,A,7A,8.0,active
466,2024–2025,2024,7,B,7B,8.0,active
467,2024–2025,2024,7,B,7B,8.0,active
468,2024–2025,2024,7,B,7B,8.0,active
469,2024–2025,2024,7,B,7B,8.0,active
470,2024–2025,2024,7,B,7B,8.0,active
471,2024–2025,2024,7,B,7B,8.0,active
472,2024–2025,2024,7,B,7B,8.0,active
473,2024–2025,2024,7,B,7B,8.0,active
474,2024–2025,2024,7,B,7B,8.0,active
475,2024–2025,2024,7,B,7B,8.0,active
476,2024–2025,2024,7,B,7B,8.0,active
477,2024–2025,2024,7,B,7B,8.0,active
478,2024–2025,2024,7,B,7B,8.0,active
479,2024–2025,2024,7,B,7B,8.0,active
480,2024–2025,2024,7,B,7B,8.0,active
481,2024–2025,2024,7,C,7C,8.0,active
482,2024–2025,2024,7,C,7C,8.0,active
483,2024–2025,2024,7,C,7C,8.0,active
484,2024–2025,2024,7,C,7C,8.0,active
485,2024–2025,2024,7,C,7C,8.0,active
486,2024–2025,2024,7,C,7C,8.0,active
487,2024–2025,2024,7,C,7C,8.0,active
488,2024–2025,2024,7,C,7C,8.0,active
489,2024–2025,2024,7,C,7C,8.0,active
490,2024–2025,2024,7,C,7C,8.0,active
491,2024–2025,2024,7,C,7C,8.0,active
492,2024–2025,2024,7,C,7C,8.0,active
493,2024–2025,2024,7,C,7C,8.0,active
494,2024–2025,2024,7,C,7C,8.0,active
495,2024–2025,2024,7,C,7C,8.0,active
